,Hood,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name
29,Cabbagetown,4d7412d3d6f06dcbbdb70f08,Foege's Arcade,1833,No Address,33.740652000000004,-84.38421600000001,4bf58dd8d48988d1e1931735,Arcade
39,Pittsburgh,4d7412d3d6f06dcbbdb70f08,Foege's Arcade,2220,No Address,33.740652000000004,-84.38421600000001,4bf58dd8d48988d1e1931735,Arcade
31,Lake Clair,4f5c6a22e4b0a3bd23833b66,Marlin Arcade,1142,No Address,38.49513709921038,-90.00773938818844,4bf58dd8d48988d11b941735,Pub
20,Downtown,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,322,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
35,Capitol Gateway,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,951,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
26,Sweet Auburn,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,972,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
18,Castleberry Hill,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,978,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
37,Mechanicsville,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,1694,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
43,Oakland,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,1712,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
33,Bush Mountain,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,1748,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
41,Summerhill,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,1785,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
17,Vine City,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,2022,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
24,Old Fourth Ward,503e646b16488fc60417dc31,PAC-MAN PLAY™ Arcade at Underground Atlanta,2132,50 Upper Alabama Street,33.752497196030504,-84.39008474349977,4bf58dd8d48988d1e1931735,Arcade
9,Midtown,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,649,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
0,Margaret Mitchell,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,705,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
3,Ansley Park,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,1049,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
45,State Facility,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,1399,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
5,Atlantic Station,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,1916,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
7,Home Park,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,1927,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
6,Georgia Tech,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,2138,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
16,Virginia Highland,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,2324,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
8,Loring Heights,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,2342,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
25,Old Fourth Ward,552d475d498e4d32bce2696f,Atlanta Arcade & Gaming Rentals,2444,925B Peachtree St NE,33.78531813505629,-84.37860488891602,4bf58dd8d48988d1e1931735,Arcade
15,Virginia Highland,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1378,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
11,Midtown,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1478,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
13,Atkins Park,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1499,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
2,Margaret Mitchell,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1524,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
4,Ansley Park,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1790,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
23,Old Fourth Ward,5b04dca96bd36b002c157123,Atlanta Arcade Rentals,1792,931 Monroe Dr NE #201,33.77994,-84.36823000000001,5454152e498ef71e2b9132c6,Event Service
