,City,Arcade,Venue_ID,Venue_Name,Venue_Address
17,"Seattle, WA",4518 Arcade,4ae4f7d0f964a520c59f21e3,Urban Outfitters,4518 University Way Northeast
18,"Seattle, WA",4518 Arcade,5c413d90916bc1002cc73e9c,Texas Bar B Q,No Address
19,"Seattle, WA",4518 Arcade,43c7931bf964a520832d1fe3,Thai Tom,4543 University Way NE
20,"Seattle, WA",Add-a-Ball Arcade,52fd4818498e895d5294dbbc,Killer Infographics,315 N 36th St Ste 201
21,"Seattle, WA",Add-a-Ball Arcade,4e90aee129c2117fa3ef5f03,Guiitar Center,Westlake
22,"Seattle, WA",Add-a-Ball Arcade,52be73f2498e16a96ec673b8,Tyler Accidently Buying Another Drink,No Address
23,"Seattle, WA",Add-a-Ball Arcade,49eabbe5f964a5208e661fe3,Flair Taco Truck,315 N 36th St
24,"Seattle, WA",Add-a-Ball Arcade,4ba170e9f964a52056b737e3,Piece of Mind Glass,315 N 36th St
25,"Seattle, WA",Add-a-Ball Arcade,4cb37e506c26952103e7b9d9,Hamilton/Saunderson,309 N 36th St Unit C
26,"Seattle, WA",Add-a-Ball Arcade,4c2a8c4d8abca59355defe1f,Metro Bus Stop - 36th & Phinney,36th St
27,"Seattle, WA",Add-a-Ball Arcade,54d721ec498e66f5eed05bd7,Fremont Foundry,154 N 35th St
28,"Seattle, WA",Add-a-Ball Arcade,4f20c81fe4b0628b53c78967,The Foundry,134 35th St
29,"Seattle, WA",Add-a-Ball Arcade,4df24663fa76abc3d868301e,Brown Paper Tickets,309 N 36th St
30,"Seattle, WA",Add-a-Ball Arcade,58d6dd510802cb15576d8ce9,Metro Bus Stop #28310,No Address
31,"Seattle, WA",Add-a-Ball Arcade,5159fc0ce4b08eda829d2b5b,Asko,No Address
32,"Seattle, WA",Add-a-Ball Arcade,502c6b4fe4b01882f7666f52,Revel WC,No Address
33,"Seattle, WA",Add-a-Ball Arcade,4dd1744dae603b786d77209b,Checked Out,No Address
34,"Seattle, WA",Add-a-Ball Arcade,523cd3b311d20523c2c6903d,Fremont Oktoberfest,No Address
35,"Seattle, WA",Add-a-Ball Arcade,4e04bf7cb61c7592ae7087d1,ARC Pacific Northwest,2730 Occidental Ave S
36,"Seattle, WA",Add-a-Ball Arcade,4ba6c895f964a520726f39e3,Burke-Gilman Trail (Fremont),1500 N Northlake Way
37,"Seattle, WA",Add-a-Ball Arcade,4c374b2918e72d7f053916f5,Fremont Canal Park,199 N Canal St.
38,"Seattle, WA",Capitol Hill Family Arcade,5798f287498e69e03ba37e66,Ruckus Recreational Cannabis,1463 E Republican St
39,"Seattle, WA",Capitol Hill Family Arcade,4ad5779cf964a5200a0321e3,Astor Court,1450 E Republican St
40,"Seattle, WA",Capitol Hill Family Arcade,4e8f0b9593ad4c1d6dc8eba3,Practice These Principles,No Address
41,"Seattle, WA",Capitol Hill Family Arcade,4add4e85f964a520d96421e3,Postal Plus,1463 E Republican St
42,"Seattle, WA",Capitol Hill Family Arcade,58c38dc55a5869779c65ef2b,Uncle Ike's Capitol Hill,501 15th Ave E
43,"Seattle, WA",Capitol Hill Family Arcade,4abeab1af964a520398f20e3,El Farol,1467 E Republican St
44,"Seattle, WA",Capitol Hill Family Arcade,4bc3712dabf495219bc4c393,Angels Shoe Repair,1465 E Republican St
45,"Seattle, WA",Capitol Hill Family Arcade,452d7a51f964a5204c3b1fe3,Caffe Ladro,435 15th Ave E
46,"Seattle, WA",Capitol Hill Family Arcade,40b13b00f964a52099f61ee3,Hopvine Pub,507 15th Ave E
47,"Seattle, WA",Capitol Hill Family Arcade,556a560f498ee2f2c9252c23,Rudy's Barbershop Capitol Hill East,428 15th Ave E
48,"Seattle, WA",Capitol Hill Family Arcade,40b3de00f964a52036001fe3,Coastal Kitchen,429 15th Ave E
49,"Seattle, WA",Capitol Hill Family Arcade,4b363b53f964a5205d3125e3,Shoprite,432 15th Ave E
50,"Seattle, WA",Capitol Hill Family Arcade,4447ebabf964a5206e321fe3,Liberty,517 15th Ave E
51,"Seattle, WA",Capitol Hill Family Arcade,4bdc6110c79cc9289a4386e9,Ada's Technical Books and Cafe,425 15th Ave E
52,"Seattle, WA",Capitol Hill Family Arcade,4c27b8a99fb5d13a20859857,"Take 2, New and Recycled Apparel",430 15th Ave E
53,"Seattle, WA",Capitol Hill Family Arcade,4ba5786df964a5206d0a39e3,Integra Hair Design,521 1/2 15th Ave E
54,"Seattle, WA",Capitol Hill Family Arcade,4ac11eecf964a520ed9520e3,Walgreens,500 15th Ave E
55,"Seattle, WA",Capitol Hill Family Arcade,55433a0d498ed7c981f33361,Harry's Bar,514 15th Ave E
56,"Seattle, WA",Capitol Hill Family Arcade,427ab380f964a52095211fe3,Victrola,411 15th Ave E
57,"Seattle, WA",Grand Central Building - Lower Arcade,4d51b6ca9ffc236a97ce25a7,Salon Central,No Address
58,"Seattle, WA",Grand Central Building - Lower Arcade,4d87952e99b78cfa8a40fc1f,Grand Central Conference Room,No Address
59,"Seattle, WA",Grand Central Building - Lower Arcade,534f0931498e869656e9235e,SkillJar,206 1st Ave S
60,"Seattle, WA",Grand Central Building - Lower Arcade,4b4f8cc6f964a5200d0b27e3,Fireworks,210 1st Ave S
61,"Seattle, WA",Grand Central Building - Lower Arcade,4e53fd40483b944199e5805c,Ars Obscura,No Address
62,"Seattle, WA",Grand Central Building - Lower Arcade,4ad5060ef964a5205c0121e3,Arundel Books,1001 1st Ave
63,"Seattle, WA",Grand Central Building - Lower Arcade,4d80fdff208a5481672a7f67,AEG Live NW,No Address
64,"Seattle, WA",Grand Central Building - Lower Arcade,4b7b20bbf964a52000532fe3,The Globe Bookstore,218 1st Ave S
65,"Seattle, WA",Grand Central Building - Lower Arcade,4bdc76272a3a0f4792f2b2b6,Ticketmaster,No Address
66,"Seattle, WA",Grand Central Building - Lower Arcade,4d28d21377a2a1cd3b1f66b7,Wessel & Lieberman Booksellers,208 1st Ave S
67,"Seattle, WA",Grand Central Building - Lower Arcade,4a806ac1f964a5202df51fe3,Grand Central Building,216 1st Ave S
68,"Seattle, WA",Grand Central Building - Lower Arcade,5cf70eeac03635002c3ffd80,Beacon Therapy,216 1st Ave S
69,"Seattle, WA",Grand Central Building - Lower Arcade,4f40a8ace4b08cc371c98524,Central Tavern,207 1st Ave S
70,"Seattle, WA",Grand Central Building - Lower Arcade,47c7d19ff964a520f44d1fe3,Mediterranean Mix,205 1st Ave S
71,"Seattle, WA",Grand Central Building - Lower Arcade,49c04ce2f964a5205e551fe3,The Central Saloon,207 1st Ave S
72,"Seattle, WA",Grand Central Building - Lower Arcade,52818f6511d2686bf631590b,Altstadt,209 1st Ave S
73,"Seattle, WA",Grand Central Building - Lower Arcade,4bda15f863c5c9b694a42268,Vittana,206 1st Ave S #310
74,"Seattle, WA",Grand Central Building - Lower Arcade,5ba5a8691c0b34002c7ff7dc,i5 Pho,213 1st Ave S
75,"Seattle, WA",Grand Central Building - Lower Arcade,49fe4977f964a5208b6f1fe3,Caffè Umbria,320 Occidental Ave S
76,"Seattle, WA",Ice Box,5026935be4b0f46cce569714,Holy High Consulate of Off World Affairs,No Address
77,"Seattle, WA",Ice Box,49e3ceb2f964a520d9621fe3,Treehouse Bar & Grill,4332 Leary Way NW
78,"Seattle, WA",Ice Box,501cc1e4e4b0db1da5c59349,Captain Spuds Gravy Grotto,No Address
79,"Seattle, WA",Ice Box,5e98dab9bf7b490007b73e9e,Tres’ House Of Cheesesteaks,No Address
80,"Seattle, WA",Ice Box,5019c731e4b081336a6e4a64,Doom Squad HQ,No Address
81,"Seattle, WA",Ice Box,51d5d947498e004faff93afe,Bad Jimmy's Brewing Co.,4358B Leary Way NW
82,"Seattle, WA",Ice Box,59001c8d86f4cc1af8e74e01,Big Mario's Frelard,4354 Leary Way NW
83,"Seattle, WA",Ice Box,4a18afb8f964a520d9791fe3,Four B's,4300 Leary Way NW
84,"Seattle, WA",Ice Box,4cd61e2094848cfac846ebb1,Hale's Palladium,4301 Leary Way NW
85,"Seattle, WA",Ice Box,5ac3f52a9f8a9f450ead46c3,El Camion,4301 Leary Way NW
86,"Seattle, WA",Ice Box,5d0b15c7c9f907002ca6950c,S/T Hooligans,No Address
87,"Seattle, WA",Ice Box,40b13b00f964a52094f61ee3,Hale's Ales Brewery & Pub,4301 Leary Way NW
88,"Seattle, WA",Ice Box,4aaed84af964a520836320e3,Ballard Animal Hospital,4368 Leary Way NW
89,"Seattle, WA",Ice Box,58804495ea29b80cdc4f67c7,Ballard and Fremont Neighborhood Acupuncture,630 NW 44th St
90,"Seattle, WA",Ice Box,4fc66c11e4b035dd6537a68c,hertz equipment rental,No Address
91,"Seattle, WA",Ice Box,4e44336c483b132669d34ff9,Allied Ice,615 NW Bright St
92,"Seattle, WA",Ice Box,4b6df3b6f964a5207b9e2ce3,Pacific Crest Montessori School,600 NW Bright St
93,"Seattle, WA",Ice Box,5520fa32498e1ca4cc95fcd9,The Substation,645 NW 45th St
94,"Seattle, WA",Ice Box,4bca4081937ca5931c85a792,People's Storage,4213 Leary Way NW
95,"Seattle, WA",Klondike Arcade,535b2e0211d22bdbbe32fe22,bicycle tuk tuk,No Address
96,"Seattle, WA",Klondike Arcade,4582a7a8f964a5207b3f1fe3,Pirates Plunder,1301 Alaskan Way
97,"Seattle, WA",Klondike Arcade,52fa333911d2bde91aa08d8f,USCG Medical/Dental,No Address
98,"Seattle, WA",Klondike Arcade,527bfcc611d26e2440c7a89e,Sports Den,No Address
99,"Seattle, WA",Klondike Arcade,51563a41e4b0af5148ca1b89,Yellow Pedicab,No Address
100,"Seattle, WA",Klondike Arcade,4d978fd2af3d236a086127c7,Oyster Bar,1301 Alaskan Way
101,"Seattle, WA",Klondike Arcade,49e7ab3df964a520ff641fe3,The Crab Pot,1301 Alaskan Way
102,"Seattle, WA",Klondike Arcade,4c8ae4ef9ef0224b5c775f7b,Seattle Waterfront,2711-2799 Alaskan Way
103,"Seattle, WA",Klondike Arcade,4c8c4d55ed3ab60c4cda6621,Seattle Bay Creamery,No Address
104,"Seattle, WA",Klondike Arcade,4dbcaa991e72b351cab99cd7,John T Williams Memorial Totem Pole Project,413 Harrison St
105,"Seattle, WA",Klondike Arcade,4c77edff93ef236afa74aa0f,Alaskan Sourdough Bakery,1301 Alaskan Way
106,"Seattle, WA",Klondike Arcade,4a2cae26f964a5207f971fe3,Salmon Cooker,1301 Alaskan Way
107,"Seattle, WA",Klondike Arcade,4ef50c298b812e39d6465263,Argosy Cruises Visitors Center,No Address
108,"Seattle, WA",Klondike Arcade,4c269b763703d13a86bea536,Christopher Columbus Statue,No Address
109,"Seattle, WA",Klondike Arcade,4b5fbee2f964a5200bcb29e3,Pier 57,1301 Alaskan Way
110,"Seattle, WA",Klondike Arcade,4bb535b06edc76b017722f1c,Miners Landing,1301 Alaskan Way
111,"Seattle, WA",Klondike Arcade,57d33f7c498ebd10a83ff80c,Wings Over Washington,No Address
112,"Seattle, WA",Klondike Arcade,4bbcb9d08a4fb713020f3c9d,Waterfront Park,1301 Alaskan Way
113,"Seattle, WA",Klondike Arcade,4fbfa89ee4b0fddeca5b5cef,The Seattle Great Wheel,1301 Alaskan Way
114,"Seattle, WA",Klondike Arcade,53333054498eeeaec1b5dd43,Seattle's Central Waterfront,No Address
115,"Seattle, WA",Lipton's Arcade,532e85fc498e6bfb9a82f33a,wellspring of acedia,Too Close
116,"Seattle, WA",Lipton's Arcade,4dd5cd0d45ddced8205fc848,Heights Roofdeck,No Address
117,"Seattle, WA",Lipton's Arcade,57e41179498eb02742fb12ba,the Marc Condominuims,No Address
118,"Seattle, WA",Lipton's Arcade,4419bf98f964a5202f311fe3,Acme Barbershop,103 Bellevue Ave E
119,"Seattle, WA",Lipton's Arcade,4ee305e577c8e89316c4359f,Silliad,No Address
120,"Seattle, WA",Lipton's Arcade,50875f2ee4b0661f4874ac78,The Snowdon,106 Bellevue Ave E
121,"Seattle, WA",Lipton's Arcade,58d1d959fa7ed044dae0aa79,La Gallerie Noire,115 Bellevue Ave E
122,"Seattle, WA",Lipton's Arcade,515b03dae4b05e07ede1a0e7,The 8,No Address
123,"Seattle, WA",Lipton's Arcade,4b5fb398f964a520fac829e3,"Saku Collins, PLLC",1808 Bellevue Ave Ste 201
124,"Seattle, WA",Lipton's Arcade,4d290c45467d6ea89f2ecc95,The Watchtower,Bellvue and Denny
125,"Seattle, WA",Lipton's Arcade,4bfdbcbee529c928386bbb8c,King County Metro Route 43,No Address
126,"Seattle, WA",Lipton's Arcade,4d929bab7ac3a35d91f2c425,My Casio Keys,1816 Bellevue Ave
127,"Seattle, WA",Lipton's Arcade,4f00b2b88b81b0190ba93436,Portage Bay Cafe,No Address
128,"Seattle, WA",Lipton's Arcade,562bf3a4498efd46b9d85c1e,Beyond Vape,No Address
129,"Seattle, WA",Lipton's Arcade,56a5c544498e2d6b3701e18c,Dino's Tomato Pie,1524 E Olive Way
130,"Seattle, WA",Lipton's Arcade,51020084e4b0fb39a60c00bf,Kedai Makan,1802 Bellevue Ave
131,"Seattle, WA",Lipton's Arcade,588bfb248f0be469f0703b23,Pac-Man Parklet,110 Summit Ave E
132,"Seattle, WA",Lipton's Arcade,4ad7d483f964a520280f21e3,Pretty Parlor,119 Summit Ave E
133,"Seattle, WA",Lipton's Arcade,436e9900f964a520d9291fe3,Starbucks,1600 E Olive Way
134,"Seattle, WA",Next 50 Video Arcade,4c05ad548f8fa5931b44f20d,Kabab,305 Harrison St #219
135,"Seattle, WA",Next 50 Video Arcade,4fb96564e4b09edbcb9c99e8,Ceres Roasting Company,305 Harrison St
136,"Seattle, WA",Next 50 Video Arcade,49f780f4f964a520a96c1fe3,Seattle Children's Museum,305 Harrison St
137,"Seattle, WA",Next 50 Video Arcade,4b639debf964a5204a872ae3,Quincy's Real Charbroiled Burgers,305 Harrison St #205
138,"Seattle, WA",Next 50 Video Arcade,4b721b0df964a520006f2de3,Book-It Repertory Theatre,305 Harrison St
139,"Seattle, WA",Next 50 Video Arcade,4bd3783477b29c74b1f39082,The Frankfurter,305 Harrison St
140,"Seattle, WA",Next 50 Video Arcade,53b71425498e7b6c99db223a,Blue Water Taco Grill,305 Harrison St
141,"Seattle, WA",Next 50 Video Arcade,5079eb59e4b08350ec7cd007,Popcornacopia,No Address
142,"Seattle, WA",Next 50 Video Arcade,4fcfaad0e4b056ec4bd0d157,Mod Pizza,305 Harrison St
143,"Seattle, WA",Next 50 Video Arcade,49f780aaf964a520a86c1fe3,Armory at Seattle Center,305 Harrison St
144,"Seattle, WA",Next 50 Video Arcade,4ffdcc77e4b07c449d9f6aa0,Skillet Counter,305 Harrison St
145,"Seattle, WA",Next 50 Video Arcade,4fbf9e756b74ad9bbf607772,Eltana Wood-Fired Bagel Cafe,305 Harrison St
146,"Seattle, WA",Next 50 Video Arcade,50f89887e4b031f03502e931,The Confectional,315 Harrison
147,"Seattle, WA",Next 50 Video Arcade,5d2135423221cb00238d8566,Armory Food Court,No Address
148,"Seattle, WA",Next 50 Video Arcade,4bad59c7f964a52018493be3,Seattle Fudge,305 Harrison St
149,"Seattle, WA",Next 50 Video Arcade,55ee414d498eabd1e97d014d,Premier Meat Pies,305 Harrison St
150,"Seattle, WA",Next 50 Video Arcade,4ac16e89f964a520269720e3,Starbucks,305 Harrison St
151,"Seattle, WA",Next 50 Video Arcade,5557a646498ec05747dd5219,Cool Guys Fry Bar,305 Harrison St
152,"Seattle, WA",Next 50 Video Arcade,4f2334b8e4b0085e48b153c0,Chihuly Garden and Glass,305 Harrison St
153,"Seattle, WA",Penny Arcade Warehouse,51229aa7e4b09c46582f9cb9,car2go Seattle,3131 Western Ave Ste 324
154,"Seattle, WA",Penny Arcade Warehouse,60540b69d1d8bf21a4bd1c06,MeDor,No Address
155,"Seattle, WA",Penny Arcade Warehouse,5d11765d1822230025116c3b,Sanctuary,3134 Elliott Ave
156,"Seattle, WA",Penny Arcade Warehouse,5c99c21c5b97110025ed3bfc,CREATE WITHIN,3131 Western Ave Ste 323
157,"Seattle, WA",Penny Arcade Warehouse,5cd3f0770e3239002beb1602,Atlas Networks,3131 Western Ave
158,"Seattle, WA",Penny Arcade Warehouse,56993fbf498e99afdc259cfa,Tolo Events,3131 Western Ave
159,"Seattle, WA",Penny Arcade Warehouse,57dceeb0498e8cf7331c777d,Hourglass Escapes - Seattle Escape Room Games,3131 Western Ave
160,"Seattle, WA",Penny Arcade Warehouse,4c0d2515b1b676b04720e086,Imagekind,3131 Elliott Ave
161,"Seattle, WA",Penny Arcade Warehouse,5cca3828b399f7002c701a5e,On The Mark Loft,No Address
162,"Seattle, WA",Penny Arcade Warehouse,4be84bb288ed2d7f51b2cb1d,LiveAreaLabs,3131 Western Ave
163,"Seattle, WA",Penny Arcade Warehouse,4bb0e605f964a5200c683ce3,Foodista,3131 Western Ave
164,"Seattle, WA",Penny Arcade Warehouse,4f7cd487e4b0bd0cff8f3a22,Relaborate,No Address
165,"Seattle, WA",Penny Arcade Warehouse,5d54ba95306d020008be856d,Aura Aura,No Address
166,"Seattle, WA",Penny Arcade Warehouse,4aeb63a9f964a520a5c121e3,Northwest Work Lofts,3131 Western Ave
167,"Seattle, WA",Penny Arcade Warehouse,4a81eb6ff964a520fbf71fe3,Waterfront Deli & Sundries,3131 Elliott Ave; Parking Garage
168,"Seattle, WA",Penny Arcade Warehouse,57be4b3b498e8c0ba7e2a2cf,Alphagraphics Seattle 7th Floor,3131 Elliott Ave
169,"Seattle, WA",Penny Arcade Warehouse,4b15e5bff964a5206ab523e3,Shell,10 Denny Way
170,"Seattle, WA",Penny Arcade Warehouse,45b348a3f964a520a9411fe3,Olympic Sculpture Park,2901 Western Ave
171,"Seattle, WA",Penny Arcade Warehouse,4cdd9fddf8cdb1f724d88512,Fuse IQ,220 2nd Ave S
172,"Seattle, WA",Penny Arcade Warehouse,52f50396498e00e90ec29ff2,Blindtiger Design,2012 NW Market Street
173,"Seattle, WA",Portal Virtual Reality Arcade,6072203e95b708497101a3c3,The Barn Owl,2611 NW Market St
174,"Seattle, WA",Portal Virtual Reality Arcade,569af92e498e069f1181521a,Powder Haus,2607 NW Market St
175,"Seattle, WA",Portal Virtual Reality Arcade,5019dfade4b05ddf5426df42,Seattle Creative Arts Center,No Address
176,"Seattle, WA",Portal Virtual Reality Arcade,5d62f41b29859c000827776b,Le Merde,No Address
177,"Seattle, WA",Portal Virtual Reality Arcade,4c5499c630f92d7fe112bcba,Limback Lumber,5598 26th Ave. NW
178,"Seattle, WA",Portal Virtual Reality Arcade,4e03cab718a877730b751ccd,Ballard Inflatable Boats,2611 NW Market St
179,"Seattle, WA",Portal Virtual Reality Arcade,57534f5b498edb6da7424bcc,Rad Power Bikes,2622 NW Market St Ste B
180,"Seattle, WA",Portal Virtual Reality Arcade,49ea7da5f964a52073661fe3,Firehouse Coffee,2622 NW Market St
181,"Seattle, WA",Portal Virtual Reality Arcade,60e0f56c26f0b0007381a663,National Nordic Museum Gift Shop,No Address
182,"Seattle, WA",Portal Virtual Reality Arcade,5b0764ade97dfb002cf32376,Freya,2655 NW Market St
183,"Seattle, WA",Portal Virtual Reality Arcade,4b088584f964a5209a0d23e3,Nordic Heritage Museum,3014 NW 67th St
184,"Seattle, WA",Portal Virtual Reality Arcade,4d0bb86bdd5fa1cd75b05a89,Stabbert Maritime,2629 NW 54th St #201
185,"Seattle, WA",Portal Virtual Reality Arcade,5414a8d6498ecf2e47156b2d,AMLI Mark 24,2428 NW Market St
186,"Seattle, WA",Portal Virtual Reality Arcade,4b2e947df964a520e1e224e3,Habitude Salons and Spa,2801 NW Market St
187,"Seattle, WA",Portal Virtual Reality Arcade,4c59f82b6407d13a3395b328,Market Street Spirit SVC,5505 24th Ave NW
188,"Seattle, WA",Portal Virtual Reality Arcade,59124e23018cbb04fa48cb63,El Taco Loco,2840 NW Market St
189,"Seattle, WA",Rod's Pinball Arcade,51589943e4b0e55dacc0b04b,Rock at the top - Kubota Gardens,No Address
190,"Seattle, WA",Rod's Pinball Arcade,4bc20096b492d13ae6bfa660,Tabernacle of Praise Church,10201 Beacon Ave S
191,"Seattle, WA",Rod's Pinball Arcade,4ea6f2792c5b614a690b96a2,SoundTransit - Link LRV 145,No Address
192,"Seattle, WA",Rod's Pinball Arcade,4a95b7fbf964a520492420e3,Kubota Garden,9817 55th Ave S
193,"Seattle, WA",Rod's Pinball Arcade,4e3ab1e3d4c05163b452acc6,Bus Route 106,No Address
194,"Seattle, WA",Rod's Pinball Arcade,4c27dfb49fb5d13ab1cc9857,Seattle City Fire Station #33,No Address
195,"Seattle, WA",Rod's Pinball Arcade,4fe0fb5de4b0b00676a0c361,ryan st bridge,No Address
196,"Seattle, WA",Rod's Pinball Arcade,612bc694acf8b313c631bde2,Checkmate,No Address
197,"Seattle, WA",Rod's Pinball Arcade,60f5f11b43abcc74150ce29a,The Upside Down,No Address
198,"Seattle, WA",Rod's Pinball Arcade,4b7c2798f964a5209b802fe3,Neighborcare Health Rainier Beach Medical & Dental Clinic,9245 Rainier Ave S
199,"Seattle, WA",Rod's Pinball Arcade,4d901cef1716a1435aa85af7,St. Paul Parish,10001 57th Ave S
200,"Seattle, WA",Rod's Pinball Arcade,4ec2ed220e01c7563d2b11fa,Seattle Best Cleaners,9305 Rainier Ave S
201,"Seattle, WA",Rod's Pinball Arcade,4c323668a0ced13a14c6146e,Link Light Rail,No Address
202,"Seattle, WA",Rod's Pinball Arcade,4fc94575d4f24895b4467252,Starbucks,9262 Rainier Ave S
203,"Seattle, WA",Rod's Pinball Arcade,56e3fbad498efc6a64f6953f,KBFI (Boeing Field),No Address
204,"Seattle, WA",Rod's Pinball Arcade,4c0174de0bce20a1f6c7f6c6,State Liquor Store,9258 Rainier Ave S
205,"Seattle, WA",Rod's Pinball Arcade,4e5c0b06ae6015fd0d99c418,Washington Dry Cleaners,9252 Rainier Ave S
206,"Seattle, WA",Rod's Pinball Arcade,515c82cdf0e4172442779f53,KFC,9401 Rainier Ave S
207,"Seattle, WA",Rod's Pinball Arcade,5229144111d2e0ef3718a02a,The Nolo,520 Occidental Ave S
208,"Seattle, WA",SanTe's Arcade,54ca6a4e498e400f52dc882e,High Rise Building Service,8600 25th Ave SW Apt B310
209,"Seattle, WA",SanTe's Arcade,50934e87e4b0e52fa280d29e,Centerwood,No Address
210,"Seattle, WA",SanTe's Arcade,4acb9881f964a5207bc420e3,Department of Licensing,8830 25th Ave SW
211,"Seattle, WA",SanTe's Arcade,4b5b9bbcf964a520a50a29e3,Staples,2501 SW Trenton Street
212,"Seattle, WA",SanTe's Arcade,56d0c5b1cd108d8f9cbbb95f,Franciscan Medical Clinic - Westwood,2511 S.W. Trenton St.
213,"Seattle, WA",SanTe's Arcade,4afb35edf964a5201d1c22e3,Marshalls,2600 SW Barton St
214,"Seattle, WA",SanTe's Arcade,587a9c947ff1e421e3deb485,Uncorked Canvas,No Address
215,"Seattle, WA",SanTe's Arcade,4b876f9df964a52043bf31e3,US Post Office,2721 SW Trenton St
216,"Seattle, WA",SanTe's Arcade,55723175498ea7cb022997ab,West Seattle Welllness,No Address
217,"Seattle, WA",SanTe's Arcade,4b64aef0f964a52037c82ae3,HairMasters,9027 25th Ave SW
218,"Seattle, WA",SanTe's Arcade,49c811cef964a520ed571fe3,24 Hour Fitness,2500 W Bertona St
219,"Seattle, WA",SanTe's Arcade,601726e311a18e08e023ccde,Good Dog daycare & Boarding,9064 Delridge Way SW
220,"Seattle, WA",SanTe's Arcade,5dc9d02fba935000085db2a9,Sound Transit 560,No Address
221,"Seattle, WA",SanTe's Arcade,57a6a800cd1007d199bc3908,Wingstop,2600 SW Barton St Ste B8
222,"Seattle, WA",SanTe's Arcade,4d51da474015b1f7108e74cf,Good E's,9201 Delridge Way SW
223,"Seattle, WA",SanTe's Arcade,4fc6b3e3e4b0ab14409485da,Denny Field,No Address
224,"Seattle, WA",SanTe's Arcade,4c26a0be905a0f4707b06360,Chief Sealth High School Stadium,2600 SW Thistle St
225,"Seattle, WA",SanTe's Arcade,5c919255061b510039eb7b66,Jotungym,No Address
226,"Seattle, WA",SanTe's Arcade,5599c38d498e31f942d33b9b,Vonhalla,8128 18th Ave SW
227,"Seattle, WA",SanTe's Arcade,4c4fa8bbf080a59368df34e1,Westwood Village,2600 SW Barton St
228,"Seattle, WA",Seattle Interactive Media Museum,4fb96564e4b09edbcb9c99e8,Ceres Roasting Company,305 Harrison St
229,"Seattle, WA",Seattle Interactive Media Museum,4c05ad548f8fa5931b44f20d,Kabab,305 Harrison St #219
230,"Seattle, WA",Seattle Interactive Media Museum,49f780f4f964a520a96c1fe3,Seattle Children's Museum,305 Harrison St
231,"Seattle, WA",Seattle Interactive Media Museum,5064c506e4b06062642548ae,Next 50 Video Arcade,Seattle Center
232,"Seattle, WA",Seattle Interactive Media Museum,49f780aaf964a520a86c1fe3,Armory at Seattle Center,305 Harrison St
233,"Seattle, WA",Seattle Interactive Media Museum,4bd3783477b29c74b1f39082,The Frankfurter,305 Harrison St
234,"Seattle, WA",Seattle Interactive Media Museum,53b71425498e7b6c99db223a,Blue Water Taco Grill,305 Harrison St
235,"Seattle, WA",Seattle Interactive Media Museum,4fbf9e756b74ad9bbf607772,Eltana Wood-Fired Bagel Cafe,305 Harrison St
236,"Seattle, WA",Seattle Interactive Media Museum,4fcfaad0e4b056ec4bd0d157,Mod Pizza,305 Harrison St
237,"Seattle, WA",Seattle Interactive Media Museum,4ffdcc77e4b07c449d9f6aa0,Skillet Counter,305 Harrison St
238,"Seattle, WA",Seattle Interactive Media Museum,4b721b0df964a520006f2de3,Book-It Repertory Theatre,305 Harrison St
239,"Seattle, WA",Seattle Interactive Media Museum,50f89887e4b031f03502e931,The Confectional,315 Harrison
240,"Seattle, WA",Seattle Interactive Media Museum,5d2135423221cb00238d8566,Armory Food Court,No Address
